,x,matches,degree
0,0.0,730772530,2356.4641712402536
1,0.09996323932489344,759602902,2451.882164207047
2,0.19992647864978688,793980388,2565.414476532663
3,0.3002121800370186,823291124,2662.7955741421747
4,0.40017541936191203,853470282,2763.175421613414
5,0.5004611207491438,886001716,2871.389594311678
6,0.6004243600740372,920497182,2986.1839728533796
7,0.7003875993989307,951542974,3090.007124718291
8,0.8006733007861625,984774060,3201.1535248398245
9,0.9006365401110559,1008800528,3282.5629488385107
10,1.0009222414982877,1039225340,3384.98856714765
11,1.1008854808231812,1064021404,3469.257919791327
12,1.201171182210413,1088748542,3553.4844331878758
13,1.3011344215353062,1112681218,3635.2746121099453
14,1.4010976608602,1140549194,3730.1008081263963
15,1.5013833622474315,1162999246,3807.3949479142793
16,1.601346601572325,1183498098,3878.439635848834
17,1.7016323029595568,1203451200,3947.8514747225568
18,1.8015955422844503,1231342082,4043.4578280415203
19,1.901881243671682,1252388672,4116.774502327294
20,2.0018444829965754,1271792420,4184.821688285194
21,2.101807722321469,1295613736,4267.558650311598
22,2.2020934237087006,1315372166,4337.082829681653
23,2.302056663033594,1335989050,4409.568611271557
24,2.402342364420826,1356612696,4482.240028546507
25,2.502305603745719,1373103678,4541.37758389173
26,2.6025913051329512,1393690492,4614.212188330801
27,2.7025545444578447,1415468174,4691.128162978527
28,2.8025177837827377,1434916790,4760.4754448068
29,2.90280348516997,1452595812,4824.104691941869
30,3.002766724494863,1478631584,4915.630826922693
31,3.1030524258820953,1494398134,4973.187662858455
32,3.2030156652069883,1514015158,5043.67417658013
33,3.3029789045318814,1539785360,5134.825841778632
34,3.4032646059191136,1555516468,5192.670810522099
35,3.503227845244007,1569931410,5246.220250626567
36,3.603513546631239,1588939772,5315.264224473889
37,3.703476785956132,1608146252,5385.09740179286
38,3.803762487343364,1629262112,5461.494485750106
39,3.9037257266682577,1644397518,5517.964343239108
40,4.003688965993151,1658176340,5569.994894154479
41,4.103974667380383,1670750132,5618.100764323928
42,4.203937906705276,1683576680,5667.1390918852685
43,4.304223608092507,1701285366,5732.750267887831
44,4.404186847417401,1718211370,5795.839416304611
45,4.5044725488046335,1740389076,5876.813979638353
46,4.604435788129527,1751714252,5921.254253215475
47,4.70439902745442,1766456760,5977.351357753151
48,4.804684728841652,1780107584,6029.8887722127
49,4.904647968166545,1794936844,6086.512370127228
50,5.004933669553777,1807857712,6136.797927988785
51,5.104896908878671,1822036258,6191.4424482555905
52,5.2051826102659025,1833520140,6237.057066659409
53,5.3051458495907955,1846818736,6288.926507345179
54,5.405109088915689,1860690598,6342.85976574218
55,5.505394790302921,1877698438,6407.630461266513
56,5.605358029627814,1890516024,6458.2023222685675
57,5.705643731015046,1905678598,6516.922912249504
58,5.80560697033994,1920747124,6575.424066276402
59,5.905570209664833,1938098472,6641.872762165867
60,6.005855911052064,1951677346,6695.543728922876
61,6.105819150376958,1962389424,6739.460689129367
62,6.206104851764191,1975464038,6791.616946518696
63,6.306068091089083,1986457686,6836.699337137507
64,6.406353792476314,2001660086,6896.402326294501
65,6.506317031801209,2014942726,6949.588103622511
66,6.606280271126103,2024377124,6989.600845225065
67,6.706565972513334,2034329430,7031.513742758782
68,6.806529211838227,2047142154,7083.38980505595
69,6.9068149132254595,2062315162,7143.577692720692
70,7.0067781525503525,2077283484,7203.160649825753
71,7.107063853937584,2089577292,7253.612932788103
72,7.207027093262478,2098544504,7292.588732433522
73,7.306990332587371,2107480848,7331.5412135506895
74,7.407276033974602,2117081552,7372.917159742707
75,7.507239273299496,2126660318,7414.280497711212
76,7.607524974686728,2133154262,7444.992922009479
77,7.707488214011622,2140633504,7479.188517602337
78,7.807773915398854,2158833608,7550.983060569917
79,7.907737154723747,2169783924,7597.522064770948
80,8.00770039404864,2181199820,7645.794216929974
81,8.107986095435873,2190349340,7686.245359160614
82,8.207949334760766,2200240112,7729.361736808824
83,8.308235036147996,2209531888,7770.492908362611
84,8.408198275472891,2221396382,7820.744271033203
85,8.508161514797784,2225527722,7843.850018856021
86,8.608447216185015,2235452474,7887.475297969783
87,8.70841045550991,2245025168,7929.9248625966065
88,8.808696156897142,2255204386,7974.64041697755
89,8.908659396222035,2262527880,8009.316818119064
90,9.008945097609267,2273932946,8058.562549614425
91,9.10890833693416,2280068894,8089.194489580155
92,9.208871576259053,2287443532,8124.293327082357
93,9.309157277646285,2292855222,8152.51905633878
94,9.409120516971178,2301382064,8191.866673785751
95,9.50940621835841,2310290354,8232.689841211015
96,9.609369457683304,2322323436,8284.721547978339
97,9.709655159070534,2329861374,8320.844326667928
98,9.809618398395429,2340421424,8367.82266270518
99,9.909581637720322,2346924492,8400.384031956131
100,10.009867339107554,2352039386,8428.073708576998
101,10.109830578432447,2357843402,8458.26691586371
102,10.21011627981968,2361245520,8479.931909025287
103,10.310079519144573,2369250218,8518.16243559921
